UA_true,UA_est,UA_percent_error,mh_true,mh_est,mh_percent_error,mc_true,mc_est,mc_percent_error
500.0,300.5899463295056,39.88201073409888,10.0,6.065782746375257,39.342172536247425,10.0,6.073504147847836,39.26495852152164
