noise_std,UA_true,UA_est,percent_error
0.1,500.0,498.9523306951943,0.20953386096114174
0.5,500.0,502.47298402973684,0.4945968059473671
1.0,500.0,511.72976715852724,2.3459534317054476
2.0,500.0,445.12254477017325,10.97549104596535
5.0,500.0,562.7546198333082,12.550923966661639
